Feature1,Feature2,Feature3,Target
37.454011884736246,1.5714592843367126,19.26094938462863,10.33634423372154
95.07143064099162,31.82052056318902,2.524198949851465,106.2709263136296
73.1993941811405,15.717799053816334,4.848861422838413,108.1270243220213
59.86584841970366,25.42853455823514,26.956625655812378,127.48598029964131
15.601864044243651,45.37832369630465,18.1928717897877,145.21826674453231
15.599452033620265,12.464611457443747,0.27591154849888944,195.17041589250692
5.8083612168199465,20.519146151781488,3.044146285980963,103.26006966023907
86.61761457749351,37.77755692715243,19.905053073241675,64.5912945882492
60.11150117432088,11.439908274581123,0.1518475153865606,159.03723895374074
70.80725777960456,3.8489954914396494,4.82424154252496,54.16645025241485
2.0584494295802447,14.4875726456884,16.462013680997583,87.79428414112722
96.99098521619943,8.061064362700222,20.756855930780798,15.69127626845319
83.24426408004217,46.484882617128655,19.558837785078016,5.070148683091502
21.233911067827616,40.40601897822085,6.728079283816793,192.52968293558502
18.182496720710063,31.67018782552117,21.365376640426074,167.19602410244116
18.34045098534338,43.57302950938588,7.117472624904002,139.19484121873958
30.42422429595377,40.18360384495573,9.76199094477803,81.79058888285398
52.475643163223786,9.328502944301793,22.394742153540726,34.658864014169154
43.194501864211574,44.627949924498886,19.48898697141644,31.28740853421721
29.122914019804192,26.967112095782536,25.47670231482534,50.048579632919065
61.18528947223795,40.372007758203125,19.7283867690103,109.8453329412241
13.949386065204184,44.80456499617466,17.049258100064147,142.91918454001248
29.214464853521815,15.900173748593193,2.8102430348427743,132.03947534354626
36.63618432936917,5.502596226383838,11.031474091783005,55.98677938918857
45.606998421703594,11.396758127097083,7.9560710304517634,190.97305613263882
78.51759613930136,21.355389431312815,7.319689301372508,147.5793833391537
19.967378215835975,40.90073829612466,29.190316642573368,110.87081050228014
51.42344384136116,43.036529162817175,11.792931740002812,122.34414924687044
59.24145688620425,0.34760652655953517,26.761396655313398,83.92001248555798
4.645041271999773,25.537365128878285,18.934158779917887,49.54619790023149
60.75448519014384,20.87055015743895,23.844339106249453,71.19453573025231
17.052412368729154,11.105390523536512,15.079112793155764,151.56922209287382
6.505159298527952,5.99326836668414,17.307116538790773,2.8786977259511737
94.88855372533332,16.8807585701814,14.775530814565917,23.214528101383248
96.56320330745594,47.14548519562596,5.857289633941335,9.20052840435055
80.83973481164611,16.160146601037763,21.67356345784516,8.145760463794026
30.46137691733707,25.939531087168305,8.423170873225674,171.09211680220145
9.767211400638388,35.15094794475889,0.7294789929436152,140.73157187600472
68.42330265121569,18.1814801189647,19.364168877215036,94.83476581746504
44.01524937396013,48.589104136048036,5.313320382211469,19.566832130200297
12.203823484477883,48.122364747105564,28.21375753058743,98.32317502336647
49.51769101112702,12.589114791268209,28.61785731007762,94.69435415611314
3.4388521115218396,24.86242529461927,27.445931706613457,34.640373982003034
90.9320402078782,15.043915490838483,11.104761007663331,86.77032984759461
25.87799816000169,14.242024718873381,0.46369849586602285,79.70094687947469
66.2522284353982,1.8443473677266398,27.849556877631763,123.17001961044329
31.171107608941096,30.478216698994842,12.84552444951943,127.01873017352877
